feature,importance
StreamingMovies_vec,0.401262
PaymentMethod_vec,0.176745
DeviceProtection_vec,0.112845
MonthlyCharges,0.027194
MultipleLines_vec,0.004869
InternetService_vec,0.004869
gender_vec,0.000000
Partner_vec,0.000000
Dependents_vec,0.000000
PhoneService_vec,0.000000
OnlineSecurity_vec,0.000000
OnlineBackup_vec,0.000000
TechSupport_vec,0.000000
StreamingTV_vec,0.000000
Contract_vec,0.000000
PaperlessBilling_vec,0.000000
SeniorCitizen,0.000000
tenure,0.000000
TotalCharges,0.000000
